filename,emotion,text,llm_pred_emotion,llm_rationale
n_133_0.wav,neutral,"Потрібно винести, множник",neutral,"Technical instruction about factoring out a multiplier, academic content."
n_134_0.wav,neutral,почали обробку спусків,neutral,"Factual statement about beginning processing of descents, informational."
n_135_1.wav,neutral,Ця програма відкриє нові можливості.,happy,Positive statement about new opportunities being opened by a program.
n_136_1.wav,neutral,нові можливості для людей.,happy,Continuation of positive sentiment about new opportunities for people.
n_137_1.wav,neutral,і за її допомогою більше громадян.,neutral,"Technical statement about program helping more citizens, factual tone."
n_138_0.wav,neutral,має дорівнювати 70.,neutral,"Mathematical statement about a value equaling 70, purely technical."
n_139_1.wav,neutral,"ми якраз і розуміємо, чому Радянський Союз",neutral,"Beginning of explanation about understanding Soviet Union, factual approach."
n_140_1.wav,neutral,Чому так зростають військові витрати?,neutral,"Question about military spending growth, inquiring but not emotional."
n_141_1.wav,neutral,Ми пам'ятаємо з вами.,neutral,"Simple statement about remembering together, factual without clear emotion."
n_142_0.wav,neutral,по мірі прогрівання стінок цієї колби.,neutral,Technical description of heating process in a flask.
n_143_0.wav,neutral,прогрівається і газ.,neutral,Factual statement about gas heating up.
n_144_1.wav,neutral,Роки письменниця провела,neutral,Incomplete factual statement about years a writer spent.
n_145_1.wav,neutral,"І ось та природа, які, яка є.",neutral,"Fragmentary statement about nature, unclear but not emotional."
n_146_1.wav,neutral,"А ми обговоримо той документ, який був переданий.",neutral,Matter-of-fact statement about discussing a document.
n_147_1.wav,neutral,і творив про саме життя.,neutral,Descriptive statement about creating work about life.
n_148_1.wav,neutral,"Норм, вже завтра відновити роботу.",neutral,Brief acknowledgment about resuming work tomorrow.
n_149_1.wav,neutral,зможуть 872 продовольчі ринки.,neutral,Factual statement about number of food markets.
n_150_1.wav,neutral,"чотири, розчин блакитний.",neutral,Technical description of blue solution.
n_151_1.wav,neutral,і додаємо луг натріо.,neutral,Instruction about adding sodium hydroxide.
n_152_1.wav,neutral,Артем Чех пішов на фронт.,sad,Statement about someone going to war front suggests tragedy.
n_153_1.wav,neutral,Він написав збірку есеїв. Точка.,neutral,Factual statement about writing a collection of essays.
n_154_1.wav,neutral,Ви можете утворити форму пані-вівчар,neutral,Grammar instruction about forming a word.
n_155_1.wav,neutral,Іменника чоловічого роду вівчар.,neutral,Technical linguistic description of masculine noun.
n_156_1.wav,neutral,Отримаємо 13.,neutral,Mathematical result statement.
n_157_0.wav,neutral,"Мене просять нагадати, чому.",neutral,Request for reminder about something.
n_158_0.wav,neutral,"Друзі, а в мене, по-перше,",neutral,Incomplete conversational opening to friends.
n_159_1.wav,neutral,Береза плаче тихими слізьми.,sad,Poetic imagery of birch crying suggests melancholy.
n_160_1.wav,neutral,"А ми, ті сльози,",sad,Continuation of tear imagery maintains sad tone.
n_161_1.wav,neutral,"Юрій Гарасько, каже.",neutral,Simple attribution statement naming someone speaking.
n_162_0.wav,neutral,трикутник має площу 1/2 *,neutral,Mathematical formula statement with no emotional content.
n_163_0.wav,neutral,на сторону два,neutral,Fragment about direction/side with neutral tone.
n_164_1.wav,neutral,панувала у середньовіччі. Навіть,neutral,"Historical statement about medieval period, factual tone."
n_165_1.wav,neutral,Теорія самозародження панувала у,neutral,Academic reference to theory of spontaneous generation.
n_166_0.wav,neutral,Є книга Светланы Алексиевич про Чорнобиль.,neutral,Factual mention of a book about Chernobyl.
n_167_1.wav,neutral,Вихідні встановив такі курси валют.,neutral,Official statement about currency exchange rates.
n_168_1.wav,neutral,Долар коштує 26 грн 19 копійок.,neutral,Factual information about dollar exchange rate.
n_169_1.wav,neutral,Офіційний курс євро на сьогодні 31 грн.,neutral,Official euro exchange rate announcement.
n_170_1.wav,neutral,"А, у справі про узурпацію влади.",neutral,Legal reference to power usurpation case.
n_171_1.wav,neutral,ми хочемо сказати.,neutral,Simple statement of intention to speak.
n_172_0.wav,neutral,вивчали види підрядних частин.,neutral,Academic reference to studying subordinate clause types.
n_173_0.wav,neutral,Три основні види підрядних частин.,neutral,Educational statement about three main types.
n_174_0.wav,neutral,Це перша професійна освіта.,neutral,Factual statement about professional education.
n_175_0.wav,neutral,"зрозуміти, що слухають навколо можна.",neutral,Incomplete observation about understanding surroundings.
n_176_0.wav,neutral,Кольором навушників. Він змінюється залежно від,neutral,Technical description of headphone color changes.
n_177_1.wav,neutral,що не менш важливо зменшити суму,neutral,Statement about reducing monetary bail importance.
n_178_1.wav,neutral,грошової застави для кандидатів.,neutral,Reference to monetary bail for candidates.
n_179_0.wav,neutral,"Справа в тому, що зараз в",neutral,Beginning of explanation about current situation.
n_180_0.wav,neutral,новим виборчим кодексом.,neutral,Reference to new electoral code.
n_181_0.wav,neutral,Президент Віктор Янукович втік з країни.,neutral,Factual statement about president fleeing the country.
n_182_0.wav,neutral,відбулася зміна влади.,neutral,Factual statement about a change of power with no emotional coloring.
n_183_0.wav,neutral,"значний успіх, тому що",happy,"References significant success, indicating positive achievement or accomplishment."
n_184_0.wav,neutral,За два роки планомірних наукових досліджень.,neutral,Descriptive phrase about research timeframe with no emotional content.
n_185_0.wav,neutral,"Княжої гори, біля міста.",neutral,Geographic location reference with no emotional valence.
n_186_1.wav,neutral,Словосполучення сірий птах.,neutral,Simple noun phrase describing a gray bird with no emotion.
n_187_0.wav,neutral,Пішоходів повинні багато годин чекати на блокпосту.,angry,Expresses frustration about pedestrians having to wait long hours at checkpoints.
n_188_0.wav,neutral,Час від часу трапляються навіть смертельні випадки.,sad,"Mentions fatal cases occurring, indicating tragic or sorrowful events."
n_189_1.wav,neutral,"Давайте подивимося, скільки часу пройшло.",neutral,Matter-of-fact suggestion to check how much time has passed.
n_190_1.wav,neutral,"грами, або 396.",neutral,Numerical measurement data with no emotional content.
n_191_1.wav,neutral,"міліграмів. Давайте подивимося, скільки часу.",neutral,Technical measurement followed by neutral time-checking statement.
n_192_1.wav,neutral,"вуличних заворушень, тут загинуло 48 людей.",sad,"Reports deaths during street unrest, conveying tragic loss of life."
n_193_1.wav,neutral,Більшість у пожежі в будинку профспілок.,sad,"Describes majority dying in a trade union building fire, indicating tragedy."
n_194_0.wav,neutral,"Ми, безумовно, будемо",neutral,Incomplete assertive statement with no clear emotional direction.
n_195_0.wav,neutral,Що вона ні в чому не винна,neutral,Statement about innocence without clear emotional context or intensity.
n_196_0.wav,neutral,дуже довго того чекаємо.,angry,Expresses impatience or frustration about waiting too long for something.
n_197_0.wav,neutral,"Наталі поділилася, що вона вагітна.",happy,"Shares news about pregnancy, typically associated with joy and celebration."
n_198_0.wav,neutral,зняла це все на відео,neutral,Simple factual statement about recording something on video.
n_199_1.wav,neutral,Реакції тіла збігаються.,neutral,Objective observation about bodily reactions matching or coinciding.
n_200_1.wav,neutral,"і з тим, чого насправді хоче людина.",neutral,Analytical statement about human desires without emotional coloring.
n_201_1.wav,neutral,"або із тим, чого би вона хотіла.",neutral,Continuation of analytical thought about wishes with no emotion.
n_202_1.wav,neutral,"Е, я пам'ятаю 50 відтінків сірого.",neutral,Simple factual statement about remembering a movie title.
n_203_1.wav,neutral,"Біль - це завжди дзвіночок про те, що щось іде не так.",neutral,Matter-of-fact observation about pain being a warning signal.
n_204_1.wav,neutral,зупинитися. Варто почекати.,neutral,Brief directive statements without emotional content.
n_205_1.wav,neutral,"Можливо, перенести. Можливо, спробувати по-іншому.",neutral,"Suggesting alternatives in a calm, practical manner."
n_206_1.wav,neutral,в тебе змінюється робота там сильних залуз.,neutral,Technical or descriptive statement about work changes.
n_207_1.wav,neutral,"саме в цей період, ну, підходять.",neutral,Incomplete statement about timing without clear emotion.
n_208_1.wav,neutral,"Будете навчатись в університеті, у вас пройдуть прищі",happy,Positive prediction about university and acne improvement.
n_209_1.wav,neutral,хлопчиків також вакцинують.,neutral,Factual statement about boys being vaccinated.
n_210_1.wav,neutral,"І для захисту себе, тому що все ж таки там",neutral,Incomplete statement about self-protection without clear emotion.
n_211_1.wav,neutral,"в подальшому там через 10 років може заверти, ну завершитись.",neutral,Technical description about something ending in 10 years.
n_212_0.wav,neutral,просто несамовито займаються коханням в потоці.,happy,Enthusiastic description of passionate lovemaking.
n_213_0.wav,neutral,"формується, вот сучасна.",neutral,Incomplete statement about something modern being formed.
n_214_0.wav,neutral,Від попередніх поколінь.,neutral,Simple reference to previous generations.
n_215_0.wav,neutral,Я переймаю від різних.,neutral,Matter-of-fact statement about taking from different sources.
n_216_0.wav,neutral,да я CEO,happy,Confident declaration of CEO status suggests pride.
n_217_0.wav,neutral,буквально на цьому тижні.,neutral,Simple time reference without emotional content.
n_218_0.wav,neutral,запустилась нова компанія.,happy,Announcement of new company launch sounds positive.
n_219_0.wav,neutral,"займався запускам, і буду продовжувати.",happy,Confident statement about continuing launch activities.
n_220_0.wav,neutral,стильний і якісний мерч з креативним підходом,happy,"Positive description of stylish, quality merchandise."
n_221_0.wav,neutral,"можливо, можливо.",neutral,Repetitive uncertain response without clear emotion.
a_225_0.wav,angry,Замовч я тобі кажу. Всьо.,angry,Commanding someone to shut up with emphasis shows clear anger and irritation.
a_226_0.wav,angry,"Мовчи, вкладай малу спати.",neutral,Direct instruction about putting a child to sleep without emotional charge.
a_227_0.wav,angry,"Ну то що? Говори, я до всього готовий.",neutral,"Matter-of-fact statement showing readiness to hear something, no clear emotion."
a_228_1.wav,angry,Бий! Хоч вбий!,angry,"Aggressive command to hit, expressing rage and desperation."
a_229_0.wav,angry,Замовч.,angry,Sharp command to be quiet shows irritation and authority.
a_230_0.wav,angry,"Побійтеся Бога, як вам не соромно.",angry,Religious reproach expressing moral indignation and shame toward others.
s_206_0.wav,sad,"Нічого, розберемося",neutral,Calm statement about handling a situation without emotional intensity.
a_231_0.wav,angry,"Розумієш, повинен. Інакше хто я такий буду?",neutral,Logical explanation about duty and identity without strong emotional valence.
a_232_0.wav,angry,Повинен помститися цим гадам.,angry,Statement about revenge against enemies shows clear anger and hatred.
a_233_0.wav,angry,Працював тяжко. Нікого не чіпав.,sad,Describes hard work and peaceful behavior with undertone of victimization.
a_234_0.wav,angry,А от вони прийшли до мене і скривдили. За що?,sad,Questioning why he was wronged expresses hurt and bewilderment.
a_235_0.wav,angry,"А то ж із землі вигнали, як собаку.",sad,"Describes being driven away like a dog, expressing deep humiliation."
a_236_0.wav,angry,Хіба можна в такий день?,sad,Rhetorical question implies something inappropriate happened on a special day.
a_237_0.wav,angry,Хата твоя горить! Пожар настоящий.,neutral,Factual announcement about a house fire without emotional coloring.
s_207_0.wav,sad,Моя Таня,sad,Simple name mention suggests longing or loss for someone dear.
a_238_0.wav,angry,А Олену зі світу звести не гріх?,angry,Rhetorical question about killing someone shows murderous intent and rage.
a_239_0.wav,angry,Їх уже немає. А живим жити.,sad,Philosophical statement about death and survival carries melancholy acceptance.
a_240_0.wav,angry,"Я батько, кажи?",neutral,Simple question about paternal relationship without clear emotional charge.
a_241_0.wav,angry,"Та не знаю я, я не знаю.",sad,"Repeated denial shows confusion, helplessness, and emotional distress."
s_208_1.wav,sad,"Ви люди, чи не люди?",angry,Rhetorical question challenging others' humanity shows moral outrage and indignation.
s_209_1.wav,sad,Та й зник.,neutral,A simple factual statement about someone disappearing with no emotional tone.
s_210_1.wav,sad,"А я не хотіла, щоб він синів брав.",sad,"Expresses regret or unwillingness about something involving sons, suggesting sadness."
a_242_1.wav,angry,Ну стій кажу.,neutral,A direct command to wait/stand with no clear emotional valence.
a_243_1.wav,angry,А мені не треба знати,neutral,States lack of need to know something in a matter-of-fact way.
h_231_1.wav,happy,Та не сміши мене,angry,"Dismissive phrase telling someone not to make them laugh, showing irritation."
a_244_0.wav,angry,І всі рівні будуть.,neutral,Matter-of-fact statement about everyone being equal with no emotional charge.
a_245_0.wav,angry,Аби був результат.,neutral,"Expresses desire for results in a straightforward, goal-oriented manner."
a_246_1.wav,angry,Тихо будь.,angry,"Sharp command to be quiet, indicating irritation or anger."
h_232_1.wav,happy,Звідки?,neutral,Simple question asking about origin or source with no emotional tone.
h_233_0.wav,happy,"Тетяночко, ну яка ти стала.",happy,"Warm, affectionate address expressing positive observation about someone's appearance."
h_234_1.wav,happy,Як ж я тебе давно не бачила,happy,Expresses joy and affection about not seeing someone for a long time.
h_235_0.wav,happy,"Бачу, в тебе не тільки животик, а й ще дещо виросло.",happy,"Playful, teasing comment about physical changes, suggesting warmth and familiarity."
h_236_1.wav,happy,"Мій брат, Федір, я ж, я ж тобі про нього розповідала.",neutral,"Informational statement introducing a brother, with no clear emotional valence."
h_237_1.wav,happy,Найкраща моя подруга тут.,happy,Expresses joy about having their best friend present.
a_247_0.wav,angry,Ану давай без оцих словечок,angry,"Demanding someone stop using certain words, showing irritation or disapproval."
a_248_1.wav,angry,Ви що робите?,neutral,Direct question asking about actions with no emotional charge.
a_249_1.wav,angry,Ви отруїти його хочете?,angry,"Accusatory question about poisoning someone, expressing alarm and anger."
a_250_0.wav,angry,"Може, не моя, зате жива.",sad,Resigned acceptance that something may not be theirs but at least alive.
s_211_1.wav,sad,Куди ти йдеш?,neutral,Simple question about destination with no emotional tone.
s_212_1.wav,sad,Ти сам один,sad,Statement about being alone suggests loneliness or melancholy.
s_213_1.wav,sad,Залишайся зі мною,sad,A plea to stay suggests emotional distress or longing.
s_214_1.wav,sad,Почекай може стерпиться-злюбиться,neutral,"A common saying about patience and acceptance, delivered matter-of-factly."
s_215_0.wav,sad,Спробуєш?,neutral,A simple question offering or asking about trying something.
a_251_1.wav,angry,Що так і підеш?,neutral,A straightforward question about someone's departure plans.
a_252_1.wav,angry,Навіть мені не допоможеш?,sad,Expresses disappointment or hurt about lack of help from someone close.
h_238_0.wav,happy,Тут мені не страшний,happy,Expresses confidence and lack of fear in the current situation.
s_216_1.wav,sad,В мене немає грошей,sad,Statement about financial hardship carries negative emotional weight.
a_253_0.wav,angry,"Моя робота полягає в тому, щоб знайти всі",neutral,A factual description of job responsibilities without emotional coloring.
a_254_0.wav,angry,"Тим паче, відомі",neutral,An incomplete phrase that appears to be stating facts.
a_255_0.wav,angry,А вона постійно в тіктоку сидить.,angry,Complaint about someone's constant social media use shows irritation.
a_256_0.wav,angry,Що не так?,neutral,A basic question asking what's wrong without emotional charge.
h_239_0.wav,happy,Точно,neutral,Simple confirmation or agreement without emotional content.
a_257_1.wav,angry,Ну що ти професіонал,neutral,"Statement about professionalism, appears factual rather than emotional."
a_258_1.wav,angry,Жодних зауважень.,neutral,A factual statement about absence of complaints or issues.
s_217_1.wav,sad,Через мене ми втратили нашу дитину,sad,"Takes blame for losing a child, expressing deep grief and guilt."
s_218_1.wav,sad,Це все моя привина,sad,Self-blame statement carries heavy emotional weight of guilt and remorse.
s_219_1.wav,sad,Штучної стимуляції чого?,neutral,A clarifying question about medical procedures without emotional content.
s_220_1.wav,sad,Моя дитина померла.,sad,Direct statement about child's death expresses profound grief and loss.
s_221_1.wav,sad,Я я не так планувала народжувати,sad,Expresses disappointment about birth experience not going as planned.
s_222_1.wav,sad,"Ти щось скажеш, Дім?",neutral,A direct question asking for someone's input or response.
h_240_0.wav,happy,без жодної голівудської сцени. Це успіх.,happy,Expressing success and satisfaction about avoiding Hollywood scenes suggests positive sentiment.
h_241_1.wav,happy,На двох?,neutral,Simple clarifying question about quantity with no emotional indicators.
n_222_0.wav,neutral,Я думав ти спиш,neutral,Matter-of-fact statement about thinking someone was sleeping.
s_223_1.wav,sad,"Вже добу не спала, і не знаю, колись зможу знову.",sad,Expressing exhaustion and uncertainty about sleeping again indicates distress and sadness.
s_224_0.wav,sad,"А я не знаю, що",neutral,Incomplete statement expressing uncertainty without clear emotional direction.
s_225_1.wav,sad,"Знову, ти мовчиш",angry,Accusatory tone about someone being silent again suggests frustration or irritation.
s_226_1.wav,sad,Але замість дитячого крику я,neutral,Incomplete sentence about substituting child's cry lacks clear emotional context.
h_242_0.wav,happy,Ти переоцінюєш можливості продюсера,neutral,Factual statement about overestimating producer's capabilities without emotional charge.
h_243_0.wav,happy,Ну що ти як маленька,angry,Dismissive comparison to a child suggests irritation or condescension.
a_259_1.wav,angry,А мені не потрібні всі.,neutral,Simple statement of not needing everyone without strong emotional indicators.
s_227_1.wav,sad,Ну чо ти мене заспокоюєш?,angry,Questioning why someone is calming them suggests resistance and irritation.
h_244_0.wav,happy,Все ще тримаєш на мене зуб,angry,Asking if someone still holds a grudge indicates ongoing resentment or anger.
